limiar,sensibilidade,especificidade,acuracia,TSS,Kappa,TP,TN,FP,FN
0.8300000000000001,0.34210526315789475,0.9580838323353293,0.8951612903225806,0.30018909549322403,0.344360086767896,13,320,14,25
0.8400000000000001,0.3157894736842105,0.9640718562874252,0.8978494623655914,0.2798613299716357,0.3344632768361581,12,322,12,26
0.85,0.2631578947368421,0.9640718562874252,0.8924731182795699,0.22722975102426735,0.2793490895001937,10,322,12,28
0.86,0.2631578947368421,0.9640718562874252,0.8924731182795699,0.22722975102426735,0.2793490895001937,10,322,12,28
0.87,0.21052631578947367,0.9760479041916168,0.8978494623655914,0.18657421998109047,0.25095379398050033,8,326,8,30
0.88,0.18421052631578946,0.9760479041916168,0.8951612903225806,0.16025843050740618,0.2189922480620154,7,326,8,31
0.89,0.18421052631578946,0.9760479041916168,0.8951612903225806,0.16025843050740618,0.2189922480620154,7,326,8,31
0.9,0.18421052631578946,0.9790419161676647,0.8978494623655914,0.16325244248345405,0.22669584245076543,7,327,7,31
0.91,0.18421052631578946,0.9880239520958084,0.9059139784946236,0.1722344784115979,0.2513799448022078,7,330,4,31
0.92,0.13157894736842105,0.9940119760479041,0.9059139784946236,0.12559092341632527,0.19669299111549857,5,332,2,33
0.93,0.13157894736842105,0.9970059880239521,0.9086021505376344,0.12858493539237315,0.20512820512820482,5,333,1,33
0.9400000000000001,0.10526315789473684,0.9970059880239521,0.9059139784946236,0.10226914591868885,0.16623975409836078,4,333,1,34
0.9500000000000001,0.10526315789473684,0.9970059880239521,0.9059139784946236,0.10226914591868885,0.16623975409836078,4,333,1,34
0.9600000000000001,0.07894736842105263,0.9970059880239521,0.9032258064516129,0.07595335644500478,0.1258485639686682,3,333,1,35
0.97,0.05263157894736842,0.9970059880239521,0.9005376344086021,0.04963756697132049,0.08386581469648499,2,333,1,36
0.98,0.02631578947368421,0.9970059880239521,0.8978494623655914,0.02332177749763642,0.04019554589896786,1,333,1,37
0.99,0,1,0.8978494623655914,0,0,0,334,0,38
