lon,lat,pa,tipo,pred_brt,pred_bin_brt
-59.083333333333336,-2.4166666666666643,0,background,0.2946425290547373,1
-56.91666666666667,-8.249999999999996,0,background,0.011561500280919401,0
-48.583333333333336,-1.4166666666666643,0,background,0.0697350595827678,0
-67.75,-9.08333333333333,0,background,0.046658646288655806,0
-63.75,-10.08333333333333,0,background,0.17807954459785635,1
-54.083333333333336,-9.249999999999996,0,background,0.013099418881263368,0
-68.25,-6.916666666666664,0,background,0.11258536793714764,1
-71.75,-6.7499999999999964,0,background,0.022377522576256845,0
-65.25,-1.4166666666666643,0,background,0.01680458976174627,0
-66.25,-3.916666666666664,0,background,0.01605885486709413,0
-56.91666666666667,-8.416666666666664,0,background,0.011479481420161522,0
-58.41666666666667,-15.416666666666664,0,background,0.02446249850743919,0
-52.91666666666667,-1.7499999999999971,0,background,0.03177014693557707,0
-67.41666666666667,0.5833333333333357,0,background,0.020569216306022074,0
-62.41666666666667,-4.7499999999999964,0,background,0.046505092559096316,0
-56.41666666666667,-4.08333333333333,0,background,0.0786625291269584,0
-50.25,-1.7499999999999971,0,background,0.10403413197210878,1
-56.75,1.0833333333333357,0,background,0.06861834651949542,0
-66.91666666666667,-9.58333333333333,0,background,0.13338397932712065,1
-52.583333333333336,-3.5833333333333304,0,background,0.03924462665741024,0
-63.25,-2.5833333333333304,0,background,0.012450140529774115,0
-56.25,-1.7499999999999971,0,background,0.31446779463475305,1
-66.25,-6.7499999999999964,0,background,0.02307314863129026,0
-53.91666666666667,-11.583333333333329,0,background,0.03146826884124607,0
-61.583333333333336,-6.416666666666664,0,background,0.025328755521631975,0
-57.25,-10.249999999999996,0,background,0.018902969651757962,0
-62.75,-2.0833333333333304,0,background,0.01301810643504954,0
-53.41666666666667,-7.7499999999999964,0,background,0.010287324900329334,0
-58.25,-3.916666666666664,0,background,0.09758475215057365,1
-66.58333333333333,-8.08333333333333,0,background,0.08882514381836835,1
-69.08333333333333,-0.7499999999999973,0,background,0.011217601603829713,0
-60.583333333333336,1.7500000000000029,0,background,0.06459248177967226,0
-68.25,-9.249999999999996,0,background,0.015750750012490433,0
-66.41666666666667,-3.5833333333333304,0,background,0.014477566372029951,0
-68.08333333333333,-9.08333333333333,0,background,0.059202054206068964,0
